Team,Match_ID,Outcome,Carries,Metres_Made,Defenders_Beaten,Offloads,Passes,Tackles,Clean_Breaks,Turnovers_Won,Rucks_Won,Lineout_Throws_Won,Season,Match_Location
Hollywoodbets Sharks,280955,loss,133,378,14,18,136,129,4,9,77,11,24/25,away
Emirates Lions,280955,win,125,466,15,12,132,118,8,11,79,15,24/25,home
DHL Stormers,280956,win,69,217,13,5,75,75,0,3,36,11,24/25,away
Vodacom Bulls,280956,loss,59,142,9,1,54,59,1,7,45,13,24/25,home
Leinster Rugby,280957,win,205,536,27,13,251,109,5,6,134,17,24/25,home
Cardiff Rugby,280957,loss,113,368,20,8,129,221,7,2,69,10,24/25,away
Scarlets,280958,loss,135,440,11,12,138,161,5,5,91,11,24/25,away
Ulster Rugby,280958,win,143,344,24,5,158,145,2,3,106,7,24/25,home
Benetton Rugby,280959,loss,128,346,20,10,157,183,7,5,85,16,24/25,away
Connacht Rugby,280959,win,167,486,28,10,196,137,11,8,115,5,24/25,home
Glasgow Warriors,280960,loss,101,164,18,6,116,154,2,6,77,12,24/25,home
Ospreys,280960,win,127,307,20,8,171,141,4,4,94,14,24/25,away
Cardiff Rugby,280961,win,87,355,12,3,87,223,3,6,58,11,24/25,home
Emirates Lions,280961,loss,174,345,19,9,195,85,2,7,129,14,24/25,away
Munster Rugby,280962,loss,159,420,39,15,206,158,4,11,110,15,24/25,away
Glasgow Warriors,280962,win,133,457,30,13,150,202,7,8,90,10,24/25,home
Hollywoodbets Sharks,280963,win,124,461,25,11,133,66,2,3,78,13,24/25,home
Zebre Parma,280963,loss,95,392,18,15,99,136,9,6,46,7,24/25,away
Benetton Rugby,280964,win,133,492,23,5,162,108,7,5,95,14,24/25,home
Edinburgh Rugby,280964,loss,85,234,20,4,84,176,5,6,62,11,24/25,away
Leinster Rugby,280965,loss,119,399,12,10,151,79,5,7,69,12,24/25,away
Vodacom Bulls,280965,win,78,283,14,8,97,108,3,7,46,20,24/25,home
Dragons RFC,280966,loss,73,260,13,2,70,146,6,8,44,11,24/25,home
Ulster Rugby,280966,win,124,371,17,7,145,74,4,3,93,14,24/25,away
Connacht Rugby,280967,loss,154,540,37,15,248,112,10,5,104,12,24/25,away
Ospreys,280967,win,115,525,23,16,120,177,7,7,65,14,24/25,home
Scarlets,280968,loss,112,324,25,11,122,74,5,10,68,13,24/25,home
DHL Stormers,280968,win,90,344,24,10,100,128,7,7,45,13,24/25,away
Connacht Rugby,280969,loss,149,502,20,17,205,190,9,4,77,12,24/25,home
Munster Rugby,280969,win,154,311,27,10,152,128,7,10,110,11,24/25,away
DHL Stormers,280970,loss,98,335,18,8,94,155,4,7,73,12,24/25,away
Ulster Rugby,280970,win,141,452,27,10,136,120,8,2,92,10,24/25,home
Dragons RFC,280971,loss,117,291,17,7,124,142,2,4,71,7,24/25,away
Edinburgh Rugby,280971,win,129,398,28,13,160,135,10,8,82,19,24/25,home
Vodacom Bulls,280972,win,93,507,26,9,119,42,9,6,52,18,24/25,home
Zebre Parma,280972,loss,69,351,15,7,97,83,5,6,28,10,24/25,away
Ospreys,280973,loss,96,301,16,6,111,159,4,4,68,6,24/25,away
Scarlets,280973,win,132,381,21,8,161,105,9,6,92,17,24/25,home
Hollywoodbets Sharks,280974,loss,113,286,24,15,138,129,4,4,75,13,24/25,home
Leinster Rugby,280974,win,103,196,16,5,93,116,4,6,78,5,24/25,away
Benetton Rugby,280975,win,111,293,23,9,134,76,8,4,87,17,24/25,home
Cardiff Rugby,280975,loss,71,266,9,3,67,154,4,5,46,12,24/25,away
Glasgow Warriors,280976,win,265,766,37,23,327,121,7,9,158,11,24/25,home
Emirates Lions,280976,loss,123,300,14,5,151,247,2,12,71,9,24/25,away
Edinburgh Rugby,280977,loss,146,375,26,8,157,111,8,5,113,14,24/25,home
Hollywoodbets Sharks,280977,win,74,210,15,2,74,181,3,4,58,12,24/25,away
Emirates Lions,280978,loss,164,462,35,18,195,62,6,6,86,15,24/25,home
Benetton Rugby,280978,win,82,380,10,9,92,145,7,8,41,7,24/25,away
Ospreys,280979,loss,170,445,28,12,236,128,7,5,115,18,24/25,home
Cardiff Rugby,280979,win,103,310,22,5,124,190,9,9,68,12,24/25,away
DHL Stormers,280980,win,81,353,25,6,78,129,8,3,48,16,24/25,home
Connacht Rugby,280980,loss,111,301,23,7,148,82,8,7,76,14,24/25,away
Vodacom Bulls,280981,win,92,231,19,3,72,182,1,8,65,8,24/25,away
Munster Rugby,280981,loss,166,401,21,8,228,99,6,7,118,11,24/25,home
Scarlets,280982,win,123,441,20,9,137,151,8,8,70,14,24/25,away
Dragons RFC,280982,loss,127,402,31,8,152,124,4,10,94,9,24/25,home
Ulster Rugby,280983,loss,170,460,45,16,188,151,7,4,124,11,24/25,away
Leinster Rugby,280983,win,132,487,29,13,156,208,7,6,89,14,24/25,home
Zebre Parma,280984,loss,91,418,13,9,102,169,4,15,47,9,24/25,home
Glasgow Warriors,280984,win,151,430,31,4,196,77,7,11,108,22,24/25,away
Glasgow Warriors,280985,loss,169,708,52,11,234,103,10,4,121,16,24/25,home
Vodacom Bulls,280985,win,94,395,25,7,109,188,6,7,62,7,24/25,away
Munster Rugby,280986,loss,176,306,27,11,228,155,5,5,116,7,24/25,away
Cardiff Rugby,280986,win,147,364,20,12,210,197,9,5,94,18,24/25,home
Connacht Rugby,280987,loss,116,346,14,12,158,93,3,10,72,11,24/25,away
Emirates Lions,280987,win,117,447,33,21,152,110,9,9,67,12,24/25,home
Ospreys,280988,win,121,686,28,12,154,111,11,5,62,13,24/25,home
Dragons RFC,280988,loss,85,131,18,2,112,103,2,7,68,15,24/25,away
DHL Stormers,280989,win,109,578,23,13,116,103,10,9,50,12,24/25,home
Benetton Rugby,280989,loss,112,301,16,11,130,76,7,3,59,10,24/25,away
Leinster Rugby,280990,loss,125,364,31,10,177,131,6,12,94,10,24/25,away
Scarlets,280990,win,108,390,34,7,121,157,10,5,71,11,24/25,home
Hollywoodbets Sharks,280991,win,144,461,27,11,205,127,6,6,105,15,24/25,away
Ulster Rugby,280991,loss,110,451,21,13,125,167,7,7,74,8,24/25,home
Ospreys,280993,loss,76,231,14,10,85,164,6,7,47,15,24/25,away
Hollywoodbets Sharks,280993,win,133,358,35,10,137,65,5,9,93,18,24/25,home
Munster Rugby,280994,win,134,398,23,16,138,158,9,10,77,10,24/25,home
Ulster Rugby,280994,loss,134,328,23,11,175,135,2,3,89,10,24/25,away
Vodacom Bulls,280995,win,115,464,22,21,150,117,8,5,54,11,24/25,home
Cardiff Rugby,280995,loss,119,409,19,7,187,100,5,5,75,14,24/25,away
DHL Stormers,280996,win,116,660,26,11,168,83,12,5,71,13,24/25,home
Dragons RFC,280996,loss,74,259,12,5,78,112,3,3,57,4,24/25,away
Leinster Rugby,280997,win,145,801,33,24,199,130,12,8,68,12,24/25,home
Zebre Parma,280997,loss,134,445,32,17,147,110,8,7,73,9,24/25,away
Glasgow Warriors,280998,loss,156,431,30,12,183,67,6,2,83,16,24/25,away
Benetton Rugby,280998,win,89,341,12,12,95,136,6,5,38,6,24/25,home
Connacht Rugby,280999,loss,131,452,25,9,177,73,7,5,82,9,24/25,home
Edinburgh Rugby,280999,win,75,332,12,5,81,145,3,5,40,16,24/25,away
Emirates Lions,281000,loss,139,436,34,17,186,79,7,5,95,14,24/25,home
Scarlets,281000,win,84,347,21,11,105,145,11,9,47,14,24/25,away
Cardiff Rugby,281001,loss,80,245,9,7,96,154,5,11,51,10,24/25,away
DHL Stormers,281001,win,157,600,23,23,195,77,11,5,93,17,24/25,home
Ulster Rugby,281002,loss,127,380,22,10,173,109,3,4,87,12,24/25,away
Edinburgh Rugby,281002,win,111,486,27,6,139,154,10,10,62,12,24/25,home
Benetton Rugby,281003,loss,90,332,22,8,116,152,7,6,54,13,24/25,away
Munster Rugby,281003,win,145,403,21,9,175,85,8,6,101,7,24/25,home
Dragons RFC,281004,loss,81,271,9,5,80,125,6,6,52,12,24/25,away
Vodacom Bulls,281004,win,127,420,19,7,145,89,10,7,74,19,24/25,home
Emirates Lions,281005,win,109,325,28,10,158,147,5,8,70,16,24/25,home
Ospreys,281005,loss,128,469,16,6,175,116,5,5,88,11,24/25,away
Connacht Rugby,281006,win,144,511,25,11,189,78,9,9,77,18,24/25,away
Zebre Parma,281006,loss,91,418,11,7,90,126,8,12,43,17,24/25,home
Hollywoodbets Sharks,281007,win,112,299,21,6,117,78,2,8,86,20,24/25,home
Scarlets,281007,loss,71,225,12,5,70,142,8,10,49,9,24/25,away
Glasgow Warriors,281008,loss,100,242,22,5,116,164,4,4,69,17,24/25,away
Leinster Rugby,281008,win,141,393,10,9,195,119,5,6,96,14,24/25,home
