season,team,match_location,outcome,outcome_binary,final_points_absolute,final_points_relative,abs_carries,abs_metres_made,abs_defenders_beaten,abs_clean_breaks,abs_offloads,abs_passes,abs_turnovers_conceded,abs_turnovers_won,abs_kicks_from_hand,abs_kick_metres,abs_scrums_won,abs_rucks_won,abs_lineout_throws_lost,abs_lineout_throws_won,abs_tackles,abs_missed_tackles,abs_penalties_conceded,abs_scrum_pens_conceded,abs_lineout_pens_conceded,abs_general_play_pens_conceded,abs_free_kicks_conceded,abs_ruck_maul_tackle_pen_con,abs_red_cards,abs_yellow_cards,rel_carries,rel_metres_made,rel_defenders_beaten,rel_clean_breaks,rel_offloads,rel_passes,rel_turnovers_conceded,rel_turnovers_won,rel_kicks_from_hand,rel_kick_metres,rel_scrums_won,rel_rucks_won,rel_lineout_throws_lost,rel_lineout_throws_won,rel_tackles,rel_missed_tackles,rel_penalties_conceded,rel_scrum_pens_conceded,rel_lineout_pens_conceded,rel_general_play_pens_conceded,rel_free_kicks_conceded,rel_ruck_maul_tackle_pen_con,rel_red_cards,rel_yellow_cards
24/25,Zebre Parma,away,loss,0,17,-5,192,556,37,9,19,220,23,7,21,579,2,126,3,15,109,15,7,2,0,1,1,0,0,0,93,254,22,4,11,132,8,-3,-14,-342,-6,57,1,4,-134,-22,-5,1,0,-1,1,-3,0,0
24/25,Cardiff Rugby,home,win,1,22,5,99,302,15,5,8,88,15,10,35,921,8,69,2,11,243,37,12,1,0,2,0,3,0,0,-93,-254,-22,-4,-11,-132,-8,3,14,342,6,-57,-1,-4,134,22,5,-1,0,1,-1,3,0,0
24/25,Edinburgh Rugby,home,loss,0,31,-2,101,226,15,4,5,100,14,8,26,820,9,79,4,10,150,13,7,3,0,2,1,2,0,0,-35,-25,2,-1,2,-39,2,5,1,-14,2,-7,0,0,26,-2,-6,-1,-1,-1,-1,1,0,-1
24/25,Leinster Rugby,away,win,1,33,2,136,251,13,5,3,139,12,3,25,834,7,86,4,10,124,15,13,4,1,3,2,1,0,1,35,25,-2,1,-2,39,-2,-5,-1,14,-2,7,0,0,-26,2,6,1,1,1,1,-1,0,1
24/25,Hollywoodbets Sharks,home,win,1,25,3,123,586,28,8,16,129,17,7,28,842,9,75,1,13,72,17,12,0,1,5,0,2,0,1,41,206,11,3,8,23,-6,0,-4,-202,3,34,1,0,-61,-11,-1,-5,1,0,-1,2,0,1
24/25,Emirates Lions,away,loss,0,22,-3,82,380,17,5,8,106,23,7,32,1044,6,41,0,13,133,28,13,5,0,5,1,0,0,0,-41,-206,-11,-3,-8,-23,6,0,4,202,-3,-34,-1,0,61,11,1,5,-1,0,1,-2,0,-1
24/25,Dragons RFC,home,win,1,23,2,121,338,18,7,6,135,11,3,29,1236,8,87,2,8,100,12,17,2,1,4,0,1,0,1,18,-78,6,2,-2,14,2,-3,-2,98,5,25,0,-9,-32,-6,5,-1,0,1,-1,1,0,1
24/25,Ospreys,away,loss,0,21,-2,103,416,12,5,8,121,9,6,31,1138,3,62,2,17,132,18,12,3,1,3,1,0,0,0,-18,78,-6,-2,2,-14,-2,3,2,-98,-5,-25,0,9,32,6,-5,1,0,-1,1,-1,0,-1
24/25,DHL Stormers,home,loss,0,32,-1,132,529,23,9,15,135,12,7,20,846,5,78,2,12,63,32,15,4,0,4,0,1,0,0,51,127,-9,0,2,50,-3,-1,-6,-37,-1,37,2,1,-62,9,-5,2,-1,-8,-2,-3,0,-2
24/25,Vodacom Bulls,away,win,1,33,1,81,402,32,9,13,85,15,8,26,883,6,41,0,11,125,23,20,2,1,12,2,4,0,2,-51,-127,9,0,-2,-50,3,1,6,37,1,-37,-2,-1,62,-9,5,-2,1,8,2,3,0,2
24/25,Munster Rugby,home,win,1,35,2,131,507,29,10,12,148,18,4,18,722,6,85,2,7,188,26,6,0,1,0,0,1,0,0,-41,80,3,1,-1,-61,10,0,-2,34,-1,-25,2,0,52,-3,-5,-3,1,-3,-2,0,0,-1
24/25,Connacht Rugby,away,loss,0,33,-2,172,427,26,9,13,209,8,4,20,688,7,110,0,7,136,29,11,3,0,3,2,1,0,1,41,-80,-3,-1,1,61,-10,0,2,-34,1,25,-2,0,-52,3,5,3,-1,3,2,0,0,1
24/25,Glasgow Warriors,away,loss,0,19,-1,129,338,23,5,8,167,12,4,19,692,5,93,3,13,270,20,12,1,0,6,1,6,0,2,-59,77,3,3,1,-11,3,-1,-1,-24,0,-55,1,1,123,-3,2,-3,0,5,1,5,0,2
24/25,Ulster Rugby,home,win,1,20,1,188,261,20,2,7,178,9,5,20,716,5,148,2,12,147,23,10,4,0,1,0,1,0,0,59,-77,-3,-3,-1,11,-3,1,1,24,0,55,-1,-1,-123,3,-2,3,0,-5,-1,-5,0,-2
24/25,Glasgow Warriors,home,win,1,42,32,152,516,29,7,6,197,17,8,15,582,6,91,3,11,153,14,8,2,0,1,1,3,0,0,40,203,15,5,3,60,4,3,1,129,-5,11,2,0,-2,-15,-11,-2,0,-7,1,1,-1,-2
24/25,Benetton Rugby,away,loss,0,10,-32,112,313,14,2,3,137,13,5,14,453,11,80,1,11,155,29,19,4,0,8,0,2,1,2,-40,-203,-15,-5,-3,-60,-4,-3,-1,-129,5,-11,-2,0,2,15,11,2,0,7,-1,-1,1,2
24/25,Dragons RFC,away,loss,0,6,-28,103,178,10,2,5,114,10,10,39,1330,4,71,2,13,166,21,13,3,2,2,1,6,0,1,-71,-328,-11,-7,-10,-79,-5,2,4,57,0,-30,2,-6,52,11,2,2,1,-3,1,6,0,1
24/25,Leinster Rugby,home,win,1,34,28,174,506,21,9,15,193,15,8,35,1273,4,101,0,19,114,10,11,1,1,5,0,0,0,0,71,328,11,7,10,79,5,-2,-4,-57,0,30,-2,6,-52,-11,-2,-2,-1,3,-1,-6,0,-1
24/25,Emirates Lions,home,win,1,35,13,133,601,41,13,11,171,16,6,24,942,4,75,0,16,134,27,6,2,0,0,1,1,0,0,11,158,14,7,0,-8,-3,-2,1,-84,-3,-7,-2,10,4,-14,-6,0,-1,-3,1,-1,0,0
24/25,Ulster Rugby,away,loss,0,22,-13,122,443,27,6,11,179,19,8,23,1026,7,82,2,6,130,41,12,2,1,3,0,2,0,0,-11,-158,-14,-7,0,8,3,2,-1,84,3,7,2,-10,-4,14,6,0,1,3,-1,1,0,0
24/25,Vodacom Bulls,home,win,1,22,6,106,509,8,9,9,115,15,6,19,658,6,65,6,7,135,16,17,7,2,3,2,3,0,2,-7,138,-8,6,-6,-5,3,-3,0,-184,-2,-9,3,-7,13,8,5,6,1,-4,2,2,0,1
24/25,Edinburgh Rugby,away,loss,0,16,-6,113,371,16,3,15,120,12,9,19,842,8,74,3,14,122,8,12,1,1,7,0,1,0,1,7,-138,8,-6,6,5,-3,3,0,184,2,9,-3,7,-13,-8,-5,-6,-1,4,-2,-2,0,-1
24/25,Zebre Parma,home,win,1,42,9,124,452,24,8,10,119,8,8,21,825,5,78,3,5,119,18,8,3,0,1,1,1,0,0,-19,17,6,4,2,-64,-5,7,3,95,-2,4,1,-8,-10,-6,-1,2,0,-1,0,0,0,0
24/25,Munster Rugby,away,loss,0,33,-9,143,435,18,4,8,183,13,1,18,730,7,74,2,13,129,24,9,1,0,2,1,1,0,0,19,-17,-6,-4,-2,64,5,-7,-3,-95,2,-4,-1,8,10,6,1,-2,0,1,0,0,0,0
24/25,Cardiff Rugby,away,win,1,24,9,100,307,22,5,8,134,13,7,26,817,8,64,1,7,154,22,9,1,1,4,0,3,0,1,-41,-30,0,-1,-2,-28,1,1,1,46,3,-29,1,-9,65,0,-8,-5,1,-1,-1,0,0,-1
24/25,Scarlets,home,loss,0,15,-9,141,337,22,6,10,162,12,6,25,771,5,93,0,16,89,22,17,6,0,5,1,3,0,2,41,30,0,1,2,28,-1,-1,-1,-46,-3,29,-1,9,-65,0,8,5,-1,1,1,0,0,1
24/25,Connacht Rugby,home,win,1,36,6,103,326,18,3,3,121,12,6,21,832,5,74,2,9,144,20,10,1,2,2,0,4,0,0,-17,2,-2,-1,-2,-13,3,4,-1,164,1,-14,1,-2,29,2,-2,-2,2,-1,-2,1,0,0
24/25,Hollywoodbets Sharks,away,loss,0,30,-6,120,324,20,4,5,134,9,2,22,668,4,88,1,11,115,18,12,3,0,3,2,3,0,0,17,-2,2,1,2,13,-3,-4,1,-164,-1,14,-1,2,-29,-2,2,2,-2,1,2,-1,0,0
24/25,DHL Stormers,away,loss,0,24,-13,126,311,19,5,17,150,11,7,26,791,4,90,0,20,87,20,12,2,1,4,1,1,0,1,46,40,-1,-1,14,49,-1,3,-4,-40,0,34,-2,6,-72,1,2,-1,1,2,1,-3,0,1
24/25,Ospreys,home,win,1,37,13,80,271,20,6,3,101,12,4,30,831,4,56,2,14,159,19,10,3,0,2,0,4,0,0,-46,-40,1,1,-14,-49,1,-3,4,40,0,-34,2,-6,72,-1,-2,1,-1,-2,-1,3,0,-1
24/25,Connacht Rugby,away,win,1,24,1,110,305,16,3,7,127,11,3,23,775,6,64,1,18,88,15,16,3,0,2,1,1,0,1,32,73,1,1,2,47,0,-2,-1,-24,1,14,0,6,-31,-1,2,-2,-3,0,0,1,0,0
24/25,Scarlets,home,loss,0,23,-1,78,232,15,2,5,80,11,5,24,799,5,50,1,12,119,16,14,5,3,2,1,0,0,1,-32,-73,-1,-1,-2,-47,0,2,1,24,-1,-14,0,-6,31,1,-2,2,3,0,0,-1,0,0
24/25,Glasgow Warriors,away,win,1,52,16,106,619,34,14,6,97,13,10,22,660,4,69,2,10,165,15,12,2,0,6,1,0,0,0,-57,227,19,9,-3,-79,-1,3,1,-117,0,-37,1,1,58,-19,2,2,0,3,1,-4,0,0
24/25,Cardiff Rugby,home,loss,0,36,-16,163,392,15,5,9,176,14,7,21,777,4,106,1,9,107,34,10,0,0,3,0,4,0,0,57,-227,-19,-9,3,79,1,-3,-1,117,0,37,-1,-1,-58,19,-2,-2,0,-3,-1,4,0,0
24/25,Emirates Lions,home,win,1,55,34,104,517,25,11,14,132,12,6,16,749,1,63,0,10,159,18,12,2,0,4,0,4,0,1,-32,221,7,11,5,-38,3,0,3,88,-5,-31,-3,-6,64,-7,2,2,0,1,0,0,0,1
24/25,Edinburgh Rugby,away,loss,0,21,-34,136,296,18,0,9,170,9,6,13,661,6,94,3,16,95,25,10,0,0,3,0,4,0,0,32,-221,-7,-11,-5,38,-3,0,-3,-88,5,31,3,6,-64,7,-2,-2,0,-1,0,0,0,-1
24/25,Ulster Rugby,away,loss,0,21,-26,108,267,25,4,4,159,11,2,7,498,4,77,3,13,73,14,17,6,0,0,0,1,0,1,36,-44,11,-2,-7,74,2,-5,-8,-148,-6,38,2,3,-51,-11,4,5,-1,-4,-2,-2,0,1
24/25,Vodacom Bulls,home,win,1,47,26,72,311,14,6,11,85,9,7,15,646,10,39,1,10,124,25,13,1,1,4,2,3,0,0,-36,44,-11,2,7,-74,-2,5,8,148,6,-38,-2,-3,51,11,-4,-5,1,4,2,2,0,-1
24/25,Benetton Rugby,home,loss,0,5,-30,117,250,16,3,8,160,19,5,22,993,7,78,4,22,93,24,6,1,0,0,0,1,0,1,-1,-93,-8,-1,-6,22,10,-7,-8,5,0,17,4,16,-32,8,-7,-3,0,-3,0,-1,0,0
24/25,Leinster Rugby,away,win,1,35,30,118,343,24,4,14,138,9,12,30,988,7,61,0,6,125,16,13,4,0,3,0,2,0,1,1,93,8,1,6,-22,-10,7,8,-5,0,-17,-4,-16,32,-8,7,3,0,3,0,1,0,0
24/25,Hollywoodbets Sharks,away,win,1,33,3,146,387,27,5,11,142,17,2,16,596,6,102,0,11,111,22,10,1,0,2,0,3,0,2,47,128,5,3,5,43,9,-6,-11,-407,-1,31,-2,3,-86,-5,-7,-3,-2,1,-1,-3,0,2
24/25,Dragons RFC,home,loss,0,30,-3,99,259,22,2,6,99,8,8,27,1003,7,71,2,8,197,27,17,4,2,1,1,6,0,0,-47,-128,-5,-3,-5,-43,-9,6,11,407,1,-31,2,-3,86,5,7,3,2,-1,1,3,0,-2
24/25,Munster Rugby,home,win,1,23,23,110,241,16,4,6,106,9,8,31,988,5,86,0,12,137,12,10,1,0,3,1,2,0,1,14,15,4,4,6,30,-5,7,6,227,-2,13,0,-3,-2,-4,2,-2,0,1,0,2,0,1
24/25,Ospreys,away,loss,0,0,-23,96,226,12,0,0,76,14,1,25,761,7,73,0,15,139,16,8,3,0,2,1,0,0,0,-14,-15,-4,-4,-6,-30,5,-7,-6,-227,2,-13,0,3,2,4,-2,2,0,-1,0,-2,0,-1
24/25,DHL Stormers,away,win,1,36,31,115,259,24,7,8,128,9,2,15,707,12,79,0,15,73,6,10,3,0,1,1,1,0,0,55,163,18,4,6,58,-4,-3,-2,153,7,35,-1,7,-74,-18,-9,-7,-1,-1,-1,0,0,-1
24/25,Zebre Parma,home,loss,0,5,-31,60,96,6,3,2,70,13,5,17,554,5,44,1,8,147,24,19,10,1,2,2,1,0,1,-55,-163,-18,-4,-6,-58,4,3,2,-153,-7,-35,1,-7,74,18,9,7,1,1,1,0,0,1
24/25,Zebre Parma,away,loss,0,3,-30,141,348,16,5,7,136,20,7,13,443,10,83,4,7,135,28,14,6,0,2,1,3,0,0,-8,-61,-13,-1,-2,-35,3,-5,-7,-381,1,-3,4,-10,-8,12,1,5,-1,0,0,0,0,0
24/25,Glasgow Warriors,home,win,1,33,30,149,409,29,6,9,171,17,12,20,824,9,86,0,17,143,16,13,1,1,2,1,3,0,0,8,61,13,1,2,35,-3,5,7,381,-1,3,-4,10,8,-12,-1,-5,1,0,0,0,0,0
24/25,Benetton Rugby,home,win,1,38,28,90,306,16,7,5,108,5,7,28,931,7,57,1,11,205,29,10,1,0,6,0,4,0,1,-80,-135,-13,2,-7,-100,-9,6,9,330,2,-63,-1,3,111,13,2,-1,0,2,0,4,0,1
24/25,Hollywoodbets Sharks,away,loss,0,10,-28,170,441,29,5,12,208,14,1,19,601,5,120,2,8,94,16,8,2,0,4,0,0,0,0,80,135,13,-2,7,100,9,-6,-9,-330,-2,63,1,-3,-111,-13,-2,1,0,-2,0,-4,0,-1
24/25,Cardiff Rugby,home,loss,0,19,-6,153,477,19,6,9,194,20,9,15,552,6,94,1,14,139,20,12,3,1,2,0,0,0,0,32,68,-1,1,4,67,10,-2,-6,-160,-6,21,0,3,-14,1,-1,2,1,-1,-1,-2,0,-3
24/25,Scarlets,away,win,1,25,6,121,409,20,5,5,127,10,11,21,712,12,73,1,11,153,19,13,1,0,3,1,2,0,3,-32,-68,1,-1,-4,-67,-10,2,6,160,6,-21,0,-3,14,-1,1,-2,-1,1,1,2,0,3
24/25,Edinburgh Rugby,home,win,1,38,31,139,247,14,4,5,124,10,4,23,929,9,98,4,13,86,8,6,1,1,3,0,2,0,0,41,-43,6,0,-7,5,-6,0,3,237,4,48,4,3,-80,-6,-10,-4,1,-3,-1,0,0,0
24/25,DHL Stormers,away,loss,0,7,-31,98,290,8,4,12,119,16,4,20,692,5,50,0,10,166,14,16,5,0,6,1,2,0,0,-41,43,-6,0,7,-5,6,0,-3,-237,-4,-48,-4,-3,80,6,10,4,-1,3,1,0,0,0
24/25,Leinster Rugby,home,win,1,26,14,133,301,19,4,7,169,12,6,27,1072,3,101,1,10,149,30,12,4,0,1,1,2,0,0,-4,-166,-11,-2,-8,-18,-3,0,9,392,-6,16,-4,-1,-17,11,-2,2,-1,-1,0,1,0,0
24/25,Munster Rugby,away,loss,0,12,-14,137,467,30,6,15,187,15,6,18,680,9,85,5,11,166,19,14,2,1,2,1,1,0,0,4,166,11,2,8,18,3,0,-9,-392,6,-16,4,1,17,-11,2,-2,1,1,0,-1,0,0
24/25,Ospreys,home,loss,0,19,-10,96,281,12,2,9,147,16,4,26,1043,5,64,2,16,92,13,12,4,0,2,0,1,0,0,12,14,-1,-3,-2,48,3,-4,-11,-371,-3,17,1,5,-20,1,1,4,-3,-2,-1,0,-1,-2
24/25,Vodacom Bulls,away,win,1,29,10,84,267,13,5,11,99,13,8,37,1414,8,47,1,11,112,12,11,0,3,4,1,1,1,2,-12,-14,1,3,2,-48,-3,4,11,371,3,-17,-1,-5,20,-1,-1,-4,3,2,1,0,1,2
24/25,Ulster Rugby,home,win,1,32,5,95,203,17,1,0,109,8,8,29,880,3,68,1,11,139,26,16,3,0,3,2,3,0,1,-17,-105,-9,-2,-5,-37,-9,0,15,194,-2,-10,-1,-5,22,9,4,2,-2,0,0,2,-1,0
24/25,Connacht Rugby,away,loss,0,27,-5,112,308,26,3,5,146,17,8,14,686,5,78,2,16,117,17,12,1,2,3,2,1,1,1,17,105,9,2,5,37,9,0,-15,-194,2,10,1,5,-22,-9,-4,-2,2,0,0,-2,1,0
24/25,Emirates Lions,away,win,1,23,4,120,489,18,7,12,137,13,8,31,1122,7,73,2,10,101,19,7,1,1,0,1,1,0,1,-3,91,-1,2,3,-17,-1,2,2,67,0,7,0,-7,-13,1,-5,-4,1,-2,0,0,0,1
24/25,Dragons RFC,home,loss,0,19,-4,123,398,19,5,9,154,14,6,29,1055,7,66,2,17,114,18,12,5,0,2,1,1,0,0,3,-91,1,-2,-3,17,1,-2,-2,-67,0,-7,0,7,13,-1,5,4,-1,2,0,0,0,-1
24/25,Vodacom Bulls,away,loss,0,22,-1,118,370,17,3,11,132,16,3,28,986,4,86,3,16,99,16,12,3,1,4,1,2,1,0,21,145,1,1,4,38,10,-4,-9,-189,-4,20,1,6,-52,-1,1,0,0,2,0,0,1,0
24/25,Scarlets,home,win,1,23,1,97,225,16,2,7,94,6,7,37,1175,8,66,2,10,151,17,11,3,1,2,1,2,0,0,-21,-145,-1,-1,-4,-38,-10,4,9,189,4,-20,-1,-6,52,1,-1,0,0,-2,0,0,-1,0
24/25,Ospreys,away,loss,0,12,-24,179,281,17,4,7,235,10,4,16,672,4,104,2,20,147,17,17,3,0,5,0,2,0,1,46,-96,0,-5,1,96,0,0,-8,-192,0,17,1,7,-20,0,0,2,-3,0,-1,-1,0,0
24/25,Ulster Rugby,home,win,1,36,24,133,377,17,9,6,139,10,4,24,864,4,87,1,13,167,17,17,1,3,5,1,3,0,1,-46,96,0,5,-1,-96,0,0,8,192,0,-17,-1,-7,20,0,0,-2,3,0,1,1,0,0
24/25,Zebre Parma,home,loss,0,9,-1,111,296,19,3,10,106,13,6,38,1282,7,69,2,13,99,14,10,3,1,2,0,2,0,0,18,116,5,1,2,1,-3,-1,2,-30,-2,9,2,-3,-8,-5,-2,0,1,-3,-1,-1,0,0
24/25,Emirates Lions,away,win,1,10,1,93,180,14,2,8,105,16,7,36,1312,9,60,0,16,107,19,12,3,0,5,1,3,0,0,-18,-116,-5,-1,-2,-1,3,1,-2,30,2,-9,-2,3,8,5,2,0,-1,3,1,1,0,0
24/25,Hollywoodbets Sharks,home,win,1,28,4,108,328,10,2,8,120,13,4,23,784,6,68,2,12,150,21,10,4,0,3,2,1,0,0,-23,38,-11,-1,-2,-41,2,0,-6,-67,-1,-20,0,3,24,11,-3,0,0,-2,1,0,0,-1
24/25,Glasgow Warriors,away,loss,0,24,-4,131,290,21,3,10,161,11,4,29,851,7,88,2,9,126,10,13,4,0,5,1,1,0,1,23,-38,11,1,2,41,-2,0,6,67,1,20,0,-3,-24,-11,3,0,0,2,-1,0,0,1
24/25,Munster Rugby,away,loss,0,19,-15,118,247,13,2,8,141,15,5,18,824,7,76,5,9,111,18,13,6,0,2,1,0,0,0,8,-122,-5,-4,-9,19,2,2,-6,39,-1,12,1,-1,-15,5,3,4,-1,-1,1,-3,0,0
24/25,DHL Stormers,home,win,1,34,15,110,369,18,6,17,122,13,3,24,785,8,64,4,10,126,13,10,2,1,3,0,3,0,0,-8,122,5,4,9,-19,-2,-2,6,-39,1,-12,-1,1,15,-5,-3,-4,1,1,-1,3,0,0
24/25,Cardiff Rugby,away,loss,0,8,-19,98,291,17,3,3,122,12,5,22,714,6,60,5,12,195,40,20,2,1,10,0,3,0,2,-67,-277,-23,-5,-7,-58,0,-3,1,-96,2,-49,3,-4,94,23,7,2,0,6,-1,0,0,1
24/25,Edinburgh Rugby,home,win,1,27,19,165,568,40,8,10,180,12,8,21,810,4,109,2,16,101,17,13,0,1,4,1,3,0,1,67,277,23,5,7,58,0,3,-1,96,-2,49,-3,4,-94,-23,-7,-2,0,-6,1,0,0,-1
24/25,Leinster Rugby,away,win,1,33,21,119,409,18,8,17,138,15,7,19,665,6,66,5,14,181,35,8,2,1,0,1,1,0,0,-45,-70,-17,-1,7,-74,2,3,1,109,0,-52,5,3,74,17,-3,-3,1,-1,0,0,0,0
24/25,Connacht Rugby,home,loss,0,12,-21,164,479,35,9,10,212,13,4,18,556,6,118,0,11,107,18,11,5,0,1,1,1,0,0,45,70,17,1,-7,74,-2,-3,-1,-109,0,52,-5,-3,-74,-17,3,3,-1,1,0,0,0,0
24/25,Dragons RFC,home,loss,0,21,-10,116,345,26,6,7,130,15,8,27,1042,3,80,1,12,127,9,13,4,0,4,0,0,0,0,3,146,17,3,0,-6,0,3,-8,-228,-4,7,-1,-3,2,-17,6,2,0,2,0,-1,0,-1
24/25,Benetton Rugby,away,win,1,31,10,113,199,9,3,7,136,15,5,35,1270,7,73,2,15,125,26,7,2,0,2,0,1,0,1,-3,-146,-17,-3,0,6,0,-3,8,228,4,-7,1,3,-2,17,-6,-2,0,-2,0,1,0,1
24/25,Scarlets,home,win,1,30,22,108,504,22,5,6,122,15,7,27,944,8,61,1,13,106,13,6,2,0,0,0,1,0,0,1,288,9,3,-1,24,2,3,-2,-54,2,-9,-1,3,5,-9,-10,-4,0,-2,-1,1,0,0
24/25,Zebre Parma,away,loss,0,8,-22,107,216,13,2,7,98,13,4,29,998,6,70,2,10,101,22,16,6,0,2,1,0,0,0,-1,-288,-9,-3,1,-24,-2,-3,2,54,-2,9,1,-3,-5,9,10,4,0,2,1,-1,0,0
24/25,Benetton Rugby,home,loss,0,15,-2,63,192,7,2,0,59,14,9,44,1734,4,37,3,9,146,11,10,2,0,2,1,2,0,0,-67,-92,-4,0,-6,-57,-1,2,2,140,-3,-55,-3,-3,84,4,-1,1,-1,0,0,1,0,0
24/25,Vodacom Bulls,away,win,1,17,2,130,284,11,2,6,116,15,7,42,1594,7,92,6,12,62,7,11,1,1,2,1,1,0,0,67,92,4,0,6,57,1,-2,-2,-140,3,55,3,3,-84,-4,1,-1,1,0,0,-1,0,0
24/25,DHL Stormers,home,loss,0,17,-11,112,258,17,5,18,144,11,6,28,1035,5,59,1,16,103,30,9,2,0,1,0,0,0,1,-10,-87,-13,-5,0,-11,1,2,1,96,-2,-11,-3,7,-2,13,-3,-3,0,-2,0,-2,0,1
24/25,Glasgow Warriors,away,win,1,28,11,122,345,30,10,18,155,10,4,27,939,7,70,4,9,105,17,12,5,0,3,0,2,0,0,10,87,13,5,0,11,-1,-2,-1,-96,2,11,3,-7,2,-13,3,3,0,2,0,2,0,-1
24/25,Edinburgh Rugby,away,loss,0,13,-9,86,203,10,3,9,101,7,3,22,765,4,54,0,11,172,10,21,4,0,6,1,2,0,1,-50,-95,0,0,5,-43,-3,-3,3,-98,-3,-49,-2,-8,74,0,9,3,-2,3,1,-1,0,0
24/25,Ospreys,home,win,1,22,9,136,298,10,3,4,144,10,6,19,863,7,103,2,19,98,10,12,1,2,3,0,3,0,1,50,95,0,0,-5,43,3,3,-3,98,3,49,2,8,-74,0,-9,-3,2,-3,-1,1,0,0
24/25,Hollywoodbets Sharks,home,win,1,41,17,97,507,26,9,17,124,15,7,21,634,7,55,1,5,168,18,14,2,1,6,1,1,0,1,-53,-67,8,-1,3,-41,-2,2,1,62,3,-45,0,-3,76,-8,4,-3,1,5,0,1,0,1
24/25,Munster Rugby,away,loss,0,24,-17,150,574,18,10,14,165,17,5,20,572,4,100,1,8,92,26,10,5,0,1,1,0,0,0,53,67,-8,1,-3,41,2,-2,-1,-62,-3,45,0,3,-76,8,-4,3,-1,-5,0,-1,0,-1
24/25,Leinster Rugby,home,win,1,24,18,147,384,19,2,9,205,17,7,31,1228,9,92,1,16,103,20,13,3,0,5,0,0,0,0,59,168,-1,1,5,112,4,0,1,7,3,30,-3,5,-45,1,1,0,-1,3,-2,0,0,-1
24/25,Emirates Lions,away,loss,0,6,-18,88,216,20,1,4,93,13,7,30,1221,6,62,4,11,148,19,12,3,1,2,2,0,0,1,-59,-168,1,-1,-5,-112,-4,0,-1,-7,-3,-30,3,-5,45,-1,-1,0,1,-3,2,0,0,1
24/25,Dragons RFC,away,loss,0,7,-24,129,252,23,3,2,154,16,9,27,1085,6,94,5,14,166,16,11,4,0,2,1,1,0,0,-44,-218,7,-6,-12,-70,-1,-1,-1,-55,2,-6,4,-3,14,-7,-2,2,0,0,-1,0,0,0
24/25,Connacht Rugby,home,win,1,31,24,173,470,16,9,14,224,17,10,28,1140,4,100,1,17,152,23,13,2,0,2,2,1,0,0,44,218,-7,6,12,70,1,1,1,55,-2,6,-4,3,-14,7,2,-2,0,0,1,0,0,0
24/25,Ulster Rugby,away,loss,0,19,-2,161,454,31,7,14,179,12,6,32,1089,8,106,1,7,135,18,10,2,0,1,0,3,0,1,33,72,13,2,9,-4,-1,1,1,29,4,22,-3,-5,-66,-13,1,1,-1,-4,-2,2,0,0
24/25,Cardiff Rugby,home,win,1,21,2,128,382,18,5,5,183,13,5,31,1060,4,84,4,12,201,31,9,1,1,5,2,1,0,1,-33,-72,-13,-2,-9,4,1,-1,-1,-29,-4,-22,3,5,66,13,-1,-1,1,4,2,-2,0,0
24/25,Glasgow Warriors,home,win,1,17,2,137,289,23,0,8,137,18,6,24,908,6,99,2,16,136,20,9,0,0,3,0,1,0,0,16,-47,3,-5,2,2,4,-7,4,184,-4,27,0,7,-46,-3,-11,-1,-2,-7,-2,-1,0,-1
24/25,Scarlets,away,loss,0,15,-2,121,336,20,5,6,135,14,13,20,724,10,72,2,9,182,23,20,1,2,10,2,2,0,1,-16,47,-3,5,-2,-2,-4,7,-4,-184,4,-27,0,-7,46,3,11,1,2,7,2,1,0,1
24/25,Leinster Rugby,away,win,1,27,7,116,326,19,3,7,144,12,6,22,739,5,85,4,13,143,23,11,3,0,2,1,3,0,1,-3,68,-4,-1,-1,38,3,2,-3,-95,-3,-3,2,3,-9,4,-5,-2,-1,-1,0,3,0,0
24/25,Ulster Rugby,home,loss,0,20,-7,119,258,23,4,8,106,9,4,25,834,8,88,2,10,152,19,16,5,1,3,1,0,0,1,3,-68,4,1,1,-38,-3,-2,3,95,3,3,-2,-3,9,-4,5,2,1,1,0,-3,0,0
24/25,Hollywoodbets Sharks,home,win,1,21,6,88,457,21,9,10,99,16,9,16,673,10,55,3,9,123,22,18,7,1,6,0,1,0,1,-26,126,-1,1,2,-38,-1,4,-3,-128,3,-17,1,-3,32,1,4,1,1,3,0,-1,0,0
24/25,DHL Stormers,away,loss,0,15,-6,114,331,22,8,8,137,17,5,19,801,7,72,2,12,91,21,14,6,0,3,0,2,0,1,26,-126,1,-1,-2,38,1,-4,3,128,-3,17,-1,3,-32,-1,-4,-1,-1,-3,0,1,0,0
24/25,Cardiff Rugby,home,win,1,31,8,118,398,23,9,10,148,14,4,27,971,6,75,2,13,167,22,16,1,2,6,1,2,0,1,-22,11,1,3,5,-9,6,-2,-3,-118,-3,-22,0,4,45,-1,0,-3,2,2,0,-2,0,0
24/25,Dragons RFC,away,loss,0,23,-8,140,387,22,6,5,157,8,6,30,1089,9,97,2,9,122,23,16,4,0,4,1,4,0,1,22,-11,-1,-3,-5,9,-6,2,3,118,3,22,0,-4,-45,1,0,3,-2,-2,0,2,0,0
24/25,Connacht Rugby,home,loss,0,14,-14,141,563,34,8,16,218,13,3,27,1072,4,96,3,14,126,21,10,1,1,4,0,1,1,0,28,2,13,-2,9,95,0,-6,-7,-101,1,22,-3,0,-24,-13,1,0,0,-1,-2,0,0,0
